,name,sqft,sqm,psf,location,amenities,amenities_count,price
909,Factory in Ark @ Gambas,1754,162.95,405,Yishun (D27),"['24 hr access', 'Dual power']",2,710000
910,Factory in Enterprise Hub,6232,578.97,315,Tuas (D22),"['24 hr access', 'Dual power', 'Car park']",3,1960000
911,Factory in The Splendour,8181,760.04,306,Choa Chu Kang (D23),"['24 hr access', 'Dual power']",2,2500000
912,Factory in West Connect Building,1733,161,260,Tuas (D22),"['24 hr access', 'Dual power']",2,450000
913,Retail in The Flow,710,65.96,5028,Marine Parade (D15),['Dual power'],1,3569880
914,Factory in Pioneer Lot,10473,972.97,172,Tuas (D22),"['24 hr access', 'Dual power']",2,1800000
915,Factory in Unity Centre,1561,145.02,436,Choa Chu Kang (D23),"['24 hr access', 'Dual power']",2,680000
916,Factory in E9 Premium,1765,163.97,340,Yishun (D27),"['24 hr access', 'Dual power']",2,600000
917,Factory in Mandai Connection,1711,158.96,269,Woodlands (D25),"['24 hr access', 'Car park']",2,460000
918,Factory in North Point Bizhub,2648,246.01,272,Yishun (D27),['Dual power'],1,720000
919,Factory in West Connect Building,5100,473.81,461,Tuas (D22),"['Car park', 'Dual power', '24 hr access']",3,2350000
920,Factory in WCEGA Plaza,3703,344.02,392,Choa Chu Kang (D23),"['24 hr access', 'Dual power']",2,1450000
921,Factory in Eco-Tech @ Sunview,2228,206.99,197,Tuas (D22),[],0,440000
922,Factory in Enterprise 10,7029,653.02,171,Tuas (D22),"['24 hr access', 'Dual power']",2,1200000
923,Office in Vision Exchange,1689,156.91,2318,Tuas (D22),['Dual power'],1,3915102
924,Factory in Sing Industrial Complex,2873,266.91,240,Thomson (D20),"['24 hr access', 'Dual power']",2,689520
925,Office in Vision Exchange,1690,157.01,2366,Tuas (D22),['Car park'],1,3999000
926,Factory in Wcega Tower,1087,100.99,550,Choa Chu Kang (D23),"['24 hr access', 'Dual power']",2,598000
927,Factory in Westview Food Factory,3305,307.04,530,Tuas (D22),[],0,1750000
928,Factory in Unity Centre,4327,401.99,347,Choa Chu Kang (D23),"['24 hr access', 'Dual power']",2,1500000
929,Factory in WCEGA Plaza,6092,565.97,410,Choa Chu Kang (D23),[],0,2500000
930,Factory in WCEGA Plaza,2411,223.99,261,Choa Chu Kang (D23),"['24 hr access', 'Dual power']",2,630000
931,Factory in Eco-Tech @ Sunview,5210,484.02,230,Tuas (D22),"['24 hr access', 'Dual power']",2,1200000
932,Factory in Shine@Tuas South,4237,393.63,236,Tuas (D22),['Dual power'],1,999000
933,Factory in One Commonwealth,1194,110.93,469,Commonwealth (D3),"['24 hr access', 'Dual power']",2,559986
934,Factory in One Commonwealth,1421,132.02,469,Commonwealth (D3),"['24 hr access', 'Dual power']",2,666449
935,Factory in Enterprise Centre,3476,322.93,360,Choa Chu Kang (D23),"['24 hr access', 'Dual power', 'Car park']",3,1250000
936,Shophouse in Desker Road Conservation Area,1226,113.9,2982,Serangoon Rd (D8),['Dual power'],1,3655932
937,Factory in West Point Bizhub,6889,640.01,247,Tuas (D22),"['24 hr access', 'Dual power']",2,1700000
938,Retail in The Plaza,1108,102.94,1670,Rochor (D7),['Dual power'],1,1850360
939,Factory in Enterprise Hub,4101,381,293,Tuas (D22),"['24 hr access', 'Dual power']",2,1200000
940,Factory in North View Bizhub,1808,167.97,270,Yishun (D27),"['24 hr access', 'Dual power']",2,488160
941,Factory in Woodlands E-Terrace,7400,687.48,419,Yishun (D27),"['24 hr access', 'Dual power']",2,3100000
942,Factory in Woodlands Industrial Xchange,3563,331.01,323,Woodlands (D25),"['24 hr access', 'Dual power']",2,1150000
943,Factory in One Commonwealth,1281,119.01,469,Commonwealth (D3),"['24 hr access', 'Dual power']",2,600789
944,Factory in Woodlands Bizhub,8094,751.96,482,Yishun (D27),"['24 hr access', 'Dual power']",2,3900000
945,Factory in Enterprise Centre,2271,210.98,528,Choa Chu Kang (D23),"['24 hr access', 'Dual power']",2,1200000
946,Retail in 221B Boon Lay Place,290,26.94,3276,Tuas (D22),[],0,950000
947,Shophouse in 279 Bishan Street 24,1517,140.93,2373,Thomson (D20),[],0,3600000
948,Factory in CT FoodChain,3186,295.99,925,Clementi (D5),"['Security access', 'Column free', '24 hr access', 'Car park']",4,2946700
949,Retail in Spazio @ Kovan,657,61.04,1773,Sengkang (D19),[],0,1165000
950,Office in Plus,786,73.02,2988,Marina (D1),"['Air conditioning', 'Bath room', '24 hr access']",3,2348422
951,Warehouse in City Warehouse,4720,438.5,191,Paya Lebar (D14),"['Air conditioning', 'Bath room', '24 hr access']",3,900000
952,Office in Plus,1292,120.03,3045,Marina (D1),[],0,3934522
953,General Industrial in Mactech Building,2388,221.85,900,Potong Pasir (D13),"['Loading bay', 'Security access', 'Broadband', 'Car park', 'Pantry', '24 hr access', 'Air conditioning', 'Water trap']",8,2150000
954,General Industrial in Link @ AMK,2153,200.02,459,Thomson (D20),"['Broadband', 'Air conditioning', 'Security access', '24 hr access', 'Car park']",5,988000
955,General Industrial in Link @ AMK,2153,200.02,859,Thomson (D20),['Air conditioning'],1,1850000
956,Retail in Bugis Cube,335,31.12,3881,Rochor (D7),['Air conditioning'],1,1300000
957,Shophouse in 27 Tanjong Pagar Road,10686,992.76,3725,Tanjong Pagar (D2),"['Air conditioning', '24 hr access']",2,39800000
958,Shophouse in Tanjong Pagar Conservation Area,8883,825.26,3940,Tanjong Pagar (D2),"['Air conditioning', '24 hr access']",2,35000000
959,Retail in Thomson V One,538,49.98,2695,Thomson (D20),"['Air conditioning', 'Cctv', '24 hr access']",3,1450000
960,Retail in Bukit Timah Shopping Centre,183,17,4372,Upper Bukit Timah (D21),[],0,800000
961,General Industrial in Tagore 8,2347,218.04,634,Upper Thomson (D26),[],0,1488000
962,General Industrial in Sing Industrial Complex,2873,266.91,238,Thomson (D20),"['Air conditioning', 'Meeting rooms', 'Column free', '24 hr access', 'Car park']",5,685000
963,Office in Tripleone Somerset,952,88.44,2700,River Valley (D9),[],0,2570400
964,Shophouse in Yuhua Place,1895,176.05,3166,Tuas (D22),"['Air conditioning', 'Bath room']",2,6000000
965,General Industrial in Cendex Centre,1603,148.92,616,Commonwealth (D3),"['Air conditioning', 'Meeting rooms', '24 hr access', 'Pantry', 'Car park']",5,988000
966,Factory in Cendex Centre,2217,205.97,722,Commonwealth (D3),"['Bath room', 'Loading bay', 'Car park', '24 hr access', 'Meeting rooms', 'Air conditioning']",6,1600000
967,Factory in CT FoodChain,3520,327.02,690,Clementi (D5),"['Grease trap', '24 hr access', 'Kitchen']",3,2428000
968,Retail in Peninsula Plaza,926,86.03,5940,Clarke Quay (D6),"['Air conditioning', 'Column free', 'Loading bay', 'Security access', 'Car park']",5,5500000
969,Retail in Peninsula.Excelsior Hotel,420,39.02,1619,Clarke Quay (D6),"['Air conditioning', '24 hr access']",2,680000
970,Retail in Parklane Shopping Mall,420,39.02,2619,Rochor (D7),[],0,1100000
971,General Industrial in The Alexcier,1410,130.99,596,Commonwealth (D3),[],0,840000
972,Retail in Parklane Shopping Mall,441,40.97,2000,Rochor (D7),[],0,882000
973,Retail in Parklane Shopping Mall,786,73.02,1399,Rochor (D7),[],0,1100000
974,General Industrial in The Alexcier,721,66.98,677,Commonwealth (D3),[],0,488000
975,Retail in 445 Tampines Street 42,1959,182,1470,Tampines (D18),[],0,2880000
976,Industrial Office in Space 21,2508,233,820,Paya Lebar (D14),"['Loading bay', '24 hr access']",2,2056560
977,Office in Parkway Centre,829,77.02,1795,Marine Parade (D15),"['Air conditioning', 'Column free', '24 hr access']",3,1488000
978,Shophouse in 551 Bedok North Avenue 1,1638,152.18,904,Upper East Coast (D16),"['Bath room', 'Column free', 'Loading bay', 'Pantry', 'Car park', '24 hr access']",6,1480000
979,General Industrial in E9 Premium,3412,316.99,269,Yishun (D27),"['Bath room', 'Loading bay', '24 hr access', 'Car park']",4,918000
980,Factory in E9 Premium,3079,286.05,292,Yishun (D27),"['Column free', 'Bath room', 'Loading bay', '24 hr access', 'Car park']",5,898000
981,General Industrial in E9 Premium,4693,435.99,249,Yishun (D27),"['Column free', 'Bath room', 'Loading bay', '24 hr access', 'Car park']",5,1168000
982,General Industrial in E9 Premium,2756,256.04,300,Yishun (D27),"['Bath room', 'Loading bay', '24 hr access', 'Car park']",4,828000
983,Office in WIS @ Changi,624,57.97,1763,Paya Lebar (D14),"['Air conditioning', 'Bath room', '24 hr access', 'Car park']",4,1100000
984,Shophouse in Studios @ Marne,700,65.03,2971,Serangoon Rd (D8),"['Bath room', 'Column free', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Air conditioning']",7,2080000
985,Factory in The Alexcier,750,69.68,519,Commonwealth (D3),[],0,388999
986,Factory in The Alexcier,750,69.68,667,Commonwealth (D3),[],0,500000
987,Factory in The Alexcier,750,69.68,492,Commonwealth (D3),[],0,368888
988,Retail in Le Regal,108,10.03,3241,Paya Lebar (D14),[],0,350000
989,Retail in Katong Shopping Centre,323,30.01,4334,Marine Parade (D15),[],0,1400000
990,Retail in 509 Bedok North Street 3,1625,150.97,1415,Upper East Coast (D16),"['Air conditioning', 'Bath room']",2,2300000
991,Factory in Eunos Techpark,2271,210.98,430,Paya Lebar (D14),[],0,976530
992,Warehouse in Link @ AMK,2153,200.02,436,Thomson (D20),[],0,938000
993,Factory in Kewalram House,5600,520.26,430,Commonwealth (D3),[],0,2408000
994,Factory in Kewalram House,4564,424.01,429,Commonwealth (D3),[],0,1960000
995,Factory in One Commonwealth,1421,132.02,492,Commonwealth (D3),"['Air conditioning', 'Column free']",2,699000
996,Factory in The Commerze @ Irving,409,38,1834,Potong Pasir (D13),"['Air conditioning', 'Loading bay']",2,750000
997,Retail in Suites At Bukit Timah,64,5.95,6234,Upper Bukit Timah (D21),"['Air conditioning', 'Column free']",2,399000
998,Retail in Centropod @ Changi,446,41.43,2915,Paya Lebar (D14),['Column free'],1,1300000
999,Retail in Holland Road Shopping Centre,301,27.96,6641,Holland (D10),['Air conditioning'],1,1999000
1000,Retail in Oxley Tower,161,14.96,4721,Marina (D1),[],0,760000
1001,Retail in Alexandra Central,161,14.96,5584,Commonwealth (D3),[],0,899000
1002,Warehouse in Link @ AMK,4306,400.04,439,Thomson (D20),[],0,1888888
1003,Factory in Kewalram House,4300,399.48,419,Commonwealth (D3),[],0,1799999
1004,Retail in Duxton Road,3400,315.87,2647,Tanjong Pagar (D2),[],0,8999999
1005,General Industrial in Novelty Techpoint,2939,273.04,649,Sengkang (D19),['Loading bay'],1,1906396
1006,Shophouse in Geylang East,635,58.99,3906,Paya Lebar (D14),[],0,2480000
1007,Office in WIS @ Changi,710,65.96,1690,Paya Lebar (D14),"['Bath room', 'Security access', 'Broadband', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Air conditioning']",8,1200000
1008,Warehouse in Link @ AMK,2155,200.21,459,Thomson (D20),[],0,990000
1009,Retail in Tanjong Pagar Conservation Area,4800,445.93,3229,Tanjong Pagar (D2),[],0,15500000
1010,Retail in Far East Plaza,818,75.99,12836,River Valley (D9),"['Water trap', 'Column free', '24 hr access']",3,10500000
1011,Retail in Oxley Tower,140,13.01,6343,Marina (D1),"['Loading bay', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Air conditioning', 'Water trap']",7,888000
1012,Shophouse in The Interlace,388,36.05,2784,Telok Blangah (D4),"['Loading bay', 'Chilled water supply', 'Bath room', 'Cctv', 'Car park', '24 hr access', 'Air conditioning', 'Water trap']",8,1080000
1013,Shophouse in Tiong Bahru Orchid,1200,111.48,1250,Commonwealth (D3),"['Bath room', 'Handicap friendly', 'Column free', 'Broadband', 'Car park', 'Pantry', 'Raised floor', '24 hr access']",8,1500000
1014,Shophouse in Tiong Bahru Orchid,1313,121.98,1295,Commonwealth (D3),"['Bath room', 'Handicap friendly', 'Column free', 'Broadband', 'Cctv', 'Car park', 'Pantry', '24 hr access']",8,1700000
1015,Office in Woods Square,560,52.03,2067,Woodlands (D25),[],0,1157620
1016,Retail in Oasia Hotel Novena & Novena Specialist Centre,872,81.01,4530,Novena (D11),"['Air conditioning', 'Water trap', 'Handicap friendly', '24 hr access', 'Car park']",5,3950000
1017,Shophouse in HDB-Queenstown,1540,143.07,1486,Holland (D10),"['Loading bay', 'Secretarial services', 'Broadband', 'Reception services', 'Cctv', 'Car park', 'Pantry', '24 hr access']",8,2288888
1018,Retail in Beauty World Centre,388,36.05,3657,Upper Bukit Timah (D21),[],0,1418888
1019,Retail in Concorde Shopping Centre,47,4.37,21277,Commonwealth (D3),[],0,1000000
1020,Retail in Sim Lim Tower,710,65.96,3310,Serangoon Rd (D8),[],0,2350000
1021,Office in Paya Lebar Square,506,47.01,2134,Paya Lebar (D14),[],0,1080000
1022,Office in WIS @ Changi,689,64.01,1700,Paya Lebar (D14),"['Bath room', 'Security access', 'Broadband', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Air conditioning']",8,1171300
1023,Retail in The Commerze @ Irving,247,22.95,1781,Potong Pasir (D13),[],0,440000
1024,Office in Eon Shenton,1765,163.97,2992,Tanjong Pagar (D2),[],0,5280000
1025,Retail in The Commerze @ Irving,409,38,1565,Potong Pasir (D13),"['Loading bay', 'Handicap friendly', 'Column free', 'Car park']",4,640000
1026,General Industrial in CT FoodChain,3272,303.98,880,Clementi (D5),['24 hr access'],1,2878800
1027,Factory in CT FoodChain,3186,295.99,902,Clementi (D5),['24 hr access'],1,2874800
1028,Shophouse in Geylang Bahru Ville,1420,131.92,1056,Toa Payoh (D12),"['Air conditioning', 'Column free', '24 hr access', 'Pantry']",4,1499000
1029,Shophouse in Clementi Avenue 2 Shopping Centre,1600,148.64,1250,Clementi (D5),"['Bath room', 'Car park', 'Pantry', 'Kitchen']",4,2000000
1030,Shophouse in Yuhua Place,1600,148.64,1805,Tuas (D22),[],0,2888000
1031,Factory in CT FoodChain,3186,295.99,892,Clementi (D5),"['Air conditioning', 'Security access']",2,2841950
1032,General Industrial in CT FoodChain,3186,295.99,904,Clementi (D5),['24 hr access'],1,2879700
1033,General Industrial in One Commonwealth,1412,131.18,333,Commonwealth (D3),[],0,470000
1034,Factory in CT FoodChain,3186,295.99,903,Clementi (D5),['24 hr access'],1,2876800
1035,Retail in Sim Lim Square,312,28.99,3167,Rochor (D7),"['Loading bay', 'Column free', 'Air conditioning', 'Cctv', 'Car park']",5,988000
1036,Office in The Sunflower,1400,130.06,1036,Paya Lebar (D14),"['Air conditioning', 'Column free', 'Car park', 'Meeting rooms']",4,1450000
1037,Office in One North Bridge / High Street Centre,550,51.1,2273,Clarke Quay (D6),"['Air conditioning', 'Car park']",2,1250000
1038,Office in Hexacube,484,44.97,1963,Paya Lebar (D14),[],0,950000
1039,Factory in CT FoodChain,3272,303.98,869,Clementi (D5),[],0,2841950
1040,Retail in Centropod @ Changi,171,15.89,2807,Paya Lebar (D14),[],0,480000
1041,Factory in Empire Technocentre,2320,215.53,388,Paya Lebar (D14),[],0,899999
1042,Factory in Primax,4230,392.98,1182,Sengkang (D19),[],0,5000000
1043,General Industrial in 7 Tuas South Street 11,80000,"7,432.24",138,Tuas (D22),[],0,11000000
1044,Retail in The Midtown,345,32.05,5797,Sengkang (D19),['Cctv'],1,2000000
1045,Retail in Oxley Tower,194,18.02,5149,Marina (D1),[],0,999000
1046,Retail in Concorde Shopping Centre,410,38.09,1463,Commonwealth (D3),['24 hr access'],1,599888
1047,Retail in Frontier,3788,351.92,396,Paya Lebar (D14),['Air conditioning'],1,1500000
1048,Factory in Techniques Centre,1248,115.94,429,Paya Lebar (D14),[],0,535000
1049,Retail in Katong Shopping Centre,205,19.05,3512,Marine Parade (D15),[],0,720000
1050,Factory in Techniques Centre,1248,115.94,429,Paya Lebar (D14),[],0,535000
1051,Retail in Katong Shopping Centre,205,19.05,3512,Marine Parade (D15),[],0,720000
1052,General Industrial in Techniques Centre,1200,111.48,442,Paya Lebar (D14),"['Loading bay', 'Column free', 'Car park', 'Pantry', '24 hr access', 'Air conditioning']",6,530000
1053,Factory in Northland Industrial Building 1,3540,328.88,218,Yishun (D27),[],0,770000
1054,Retail in Katong Shopping Centre,205,19.05,3512,Marine Parade (D15),[],0,720000
1055,Factory in Northland Industrial Building 2,3540,328.88,212,Yishun (D27),[],0,750000
1056,Factory in Northland Industrial Building 1,3540,328.88,218,Yishun (D27),[],0,770000
1057,Office in Eon Shenton,1033,95.97,2614,Tanjong Pagar (D2),"['Air conditioning', 'Bath room', 'Column free', '24 hr access', 'Car park']",5,2700000
1058,Retail in The Midtown,785,72.93,3312,Sengkang (D19),['Grease trap'],1,2600000
1059,Office in Tripleone Somerset,614,57.04,2443,River Valley (D9),"['Security access', '24 hr access']",2,1499900
1060,Factory in CT FoodChain,3520,327.02,633,Clementi (D5),"['24 hr access', 'Car park']",2,2229900
1061,Office in Hexacube,840,78.04,2074,Paya Lebar (D14),['Car park'],1,1742000
1062,Office in Woods Square,765,71.07,1889,Woodlands (D25),"['Air conditioning', 'Cctv', 'Car park']",3,1445000
1063,Retail in Royal Square At Novena,538,49.98,6320,Toa Payoh (D12),"['Air conditioning', 'Cctv', 'Car park']",3,3400000
1064,Retail in Hexacube,904,83.98,3710,Paya Lebar (D14),['Car park'],1,3354000
1065,Office in Woods Square,36037,"3,347.95",2220,Woodlands (D25),[],0,80000000
1066,Factory in Enterprise One,2250,209.03,795,Paya Lebar (D14),"['Cctv', 'Car park']",2,1788000
1067,Retail in Royal Square At Novena,420,39.02,4614,Toa Payoh (D12),"['Air conditioning', 'Car park']",2,1938000
1068,Retail in Hexacube,710,65.96,4049,Paya Lebar (D14),[],0,2875000
1069,Office in Woods Square,560,52.03,1857,Woodlands (D25),[],0,1040000
1070,Industrial Office in CT Hub,1475,137.03,880,Toa Payoh (D12),"['Bath room', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Large floor plate', 'Meeting rooms', 'Air conditioning']",8,1298000
1071,Retail in Royal Square At Novena,355,32.98,6310,Toa Payoh (D12),"['Air conditioning', 'Cctv', 'Car park']",3,2240000
1072,Office in Woods Square,36038,"3,348.04",2220,Woodlands (D25),[],0,80000000
1073,Office in The Central,646,60.02,3526,Marina (D1),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,2278000
1074,Retail in Concorde Shopping Centre,227,21.09,1758,Commonwealth (D3),"['Air conditioning', '24 hr access', 'Car park']",3,399000
1075,Office in The Central,1668,154.96,3211,Marina (D1),"['Air conditioning', '24 hr access', 'Car park']",3,5356510
1076,Office in The Central,872,81.01,3368,Marina (D1),"['Air conditioning', '24 hr access', 'Car park']",3,2936870
1077,Retail in Royal Square At Novena,377,35.02,8472,Toa Payoh (D12),"['Air conditioning', 'Cctv', 'Car park']",3,3194000
1078,Factory in Enterprise One,2142,199,613,Paya Lebar (D14),[],0,1313000
1079,Factory in T99,26415,"2,454.03",276,Tuas (D22),[],0,7280000
1080,Retail in Grandlink Square,65,6.04,5385,Paya Lebar (D14),[],0,350000
1081,Retail in Beauty World Centre,95,8.83,6632,Upper Bukit Timah (D21),[],0,630000
1082,Factory in Premier @ Kaki Bukit,1098,102.01,501,Paya Lebar (D14),[],0,550000
1083,Factory in CT FoodChain,3186,295.99,904,Clementi (D5),['24 hr access'],1,2879998
1084,Shophouse in 56 New Upper Changi Road,1518,141.03,2174,Upper East Coast (D16),[],0,3300000
1085,Factory in CT FoodChain,3186,295.99,904,Clementi (D5),['24 hr access'],1,2879998
1086,Shophouse in 56 New Upper Changi Road,1518,141.03,2174,Upper East Coast (D16),[],0,3300000
1087,Factory in Oxley Bizhub 2,1885,175.12,462,Paya Lebar (D14),[],0,870000
1088,Factory in Citrine Foodland,3584,332.96,1041,Sengkang (D19),['Bath room'],1,3732000
1089,Retail in JadeScape,495,45.99,3200,Thomson (D20),['Bath room'],1,1584000
1090,Industrial Office in Unity Centre,2325,216,339,Choa Chu Kang (D23),[],0,788000
1091,Industrial Office in Unity Centre,2325,216,339,Choa Chu Kang (D23),"['Air conditioning', 'Car park', 'Pantry']",3,788000
1092,Factory in Woodlands 11,4144,384.99,391,Woodlands (D25),[],0,1620000
1093,Factory in 8 @ Tradehub 21,1647,153.01,498,Tuas (D22),"['Handicap friendly', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Large floor plate', 'Meeting rooms', 'Air conditioning']",8,820000
1094,Retail in Peninsula Plaza,366,34,5055,Clarke Quay (D6),[],0,1850000
1095,Shophouse in Toa Payoh Palm Spring,1367,127,1829,Toa Payoh (D12),[],0,2500000
1096,Retail in The Adelphi,657,61.04,3957,Clarke Quay (D6),[],0,2600000
1097,Retail in Oxley Tower,3025,281.03,3636,Marina (D1),[],0,11000000
1098,Factory in Premier @ Kaki Bukit,2218,206.06,541,Paya Lebar (D14),[],0,1200000
1099,Shophouse in 119A Langsat Road,1646,152.92,1640,Marine Parade (D15),[],0,2700000
1100,Retail in Peninsula Shopping Complex,2185,202.99,4027,Clarke Quay (D6),[],0,8800000
1101,General Industrial in Oxley Bizhub,1023,95.04,684,Paya Lebar (D14),[],0,700000
1102,Factory in Pioneer Junction,947,87.98,316,Tuas (D22),"['Air conditioning', '24 hr access']",2,298888
1103,General Industrial in Ubi Techpark,1485,137.96,505,Paya Lebar (D14),"['Column free', 'Cctv', 'Car park', '24 hr access', 'Air conditioning', '450 lux lighting']",6,750000
1104,General Industrial in Ubi Techpark,1345,124.95,517,Paya Lebar (D14),"['Column free', 'Cctv', 'Car park', '24 hr access', 'Air conditioning', '450 lux lighting']",6,695000
1105,General Industrial in Golden Wall Flatted Factory,1216,112.97,1000,Toa Payoh (D12),"['Loading bay', 'Water trap', 'Column free', '24 hr access', 'Car park']",5,1216000
1106,General Industrial in Golden Wall Flatted Factory,1690,157.01,1000,Toa Payoh (D12),"['Loading bay', 'Water trap', '24 hr access', 'Car park']",4,1690000
1107,General Industrial in Golden Wall Flatted Factory,1873,174.01,1000,Toa Payoh (D12),"['Air conditioning', 'Water trap', 'Loading bay', '24 hr access', 'Car park']",5,1873000
1108,Shophouse in Serangoon Road,1280,118.92,7734,Serangoon Rd (D8),"['Broadband', 'Air conditioning', 'Bath room', '24 hr access']",4,9900000
1109,Shophouse in Race Course Road,2570,238.76,3307,Serangoon Rd (D8),"['Broadband', 'Air conditioning', 'Bath room', '24 hr access']",4,8500000
1110,General Industrial in Pioneer Centre,1496,138.98,259,Tuas (D22),[],0,388000
1111,Office in Icon @ Changi,334,31.03,2126,Paya Lebar (D14),"['Bath room', 'Column free', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Air conditioning', 'Water trap']",8,710000
1112,Retail in Icon @ Changi,129,11.98,3101,Paya Lebar (D14),"['Column free', 'Air conditioning', 'Water trap', 'Cctv', 'Car park']",5,400000
1113,Retail in Holland Road Shopping Centre,409,38,5990,Holland (D10),[],0,2450000
1114,Retail in Bukit Timah Plaza,108,10.03,7315,Upper Bukit Timah (D21),[],0,790000
1115,General Industrial in Apex @ Henderson,3079,286.05,931,Commonwealth (D3),"['Bath room', 'Column free']",2,2865000
1116,General Industrial in Apex @ Henderson,2723,252.97,1100,Commonwealth (D3),[],0,2995300
1117,General Industrial in Apex @ Henderson,2260,209.96,950,Commonwealth (D3),[],0,2147000
1118,General Industrial in Apex @ Henderson,2938,272.95,936,Commonwealth (D3),"['Bath room', 'Column free']",2,2749000
1119,General Industrial in Apex @ Henderson,2260,209.96,950,Commonwealth (D3),"['Bath room', 'Column free']",2,2147000
1120,Retail in 711 Ang Mo Kio Avenue 8,520,48.31,4615,Thomson (D20),[],0,2400000
1121,Warehouse in Oxley Bizhub,947,87.98,686,Paya Lebar (D14),['Security access'],1,650000
1122,Warehouse in Oxley Bizhub,947,87.98,686,Paya Lebar (D14),['Security access'],1,650000
1123,Office in Oxley Tower,129,11.98,5426,Marina (D1),['Air conditioning'],1,700000
1124,Factory in CT Hub,1335,124.03,965,Toa Payoh (D12),"['Security access', 'Air conditioning', 'Column free', 'Loading bay']",4,1288000
1125,Office in Woods Square,560,52.03,1786,Woodlands (D25),"['Column free', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Security access', 'Air conditioning']",7,1000000
1126,Shophouse in Hokien Street,2900,269.42,4448,Commonwealth (D3),"['Grease trap', 'Water trap', 'Air conditioning', 'Kitchen']",4,12900000
1127,Office in Fook Hai Building,194,18.02,1959,Marina (D1),['Air conditioning'],1,380000
1128,General Industrial in Ark @ Gambas,1711,158.96,390,Yishun (D27),[],0,668000
1129,Retail in Monville Mansions,2347,218.04,1491,Toa Payoh (D12),[],0,3500000
1130,Retail in Thomson V One,377,35.02,1694,Thomson (D20),"['Air conditioning', 'Column free']",2,638700
1131,Shophouse in 1953,700,65.03,3514,Serangoon Rd (D8),[],0,2460000
1132,Factory in North Spring Bizhub,1592,147.9,440,Yishun (D27),[],0,700000
1133,Retail in 711 Ang Mo Kio Avenue 8,520,48.31,4615,Thomson (D20),[],0,2400000
1134,Factory in Vertex,3336,309.92,567,Paya Lebar (D14),[],0,1891200
1135,Retail in Far Horizon Garden,624,57.97,1923,Thomson (D20),[],0,1200000
1136,Shop in The Midtown,345,32.05,5797,Sengkang (D19),[],0,2000000
1137,Shophouse in Race Course Road/Owen Road Conservation Area,2552,237.09,1959,Serangoon Rd (D8),"['Air conditioning', 'Bath room', 'Handicap friendly', '24 hr access', 'Car park']",5,5000000
1138,Factory in West Connect Building,1733,161,392,Tuas (D22),[],0,680000
1139,Factory in West Connect Building,1765,163.97,393,Tuas (D22),[],0,693000
1140,General Industrial in K.B. Warehouse Complex,8428,782.99,314,Paya Lebar (D14),[],0,2650000
1141,General Industrial in First East Centre,2625,243.87,240,Paya Lebar (D14),[],0,630000
1142,Office in The Central,603,56.02,2852,Marina (D1),"['Air conditioning', '24 hr access', 'Pantry']",3,1720000
1143,Office in The Central,646,60.02,2941,Marina (D1),"['Air conditioning', '24 hr access', 'Pantry']",3,1900000
1144,Shophouse in 36 Armenian Street,1669,155.06,2876,Clarke Quay (D6),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,4800000
1145,Shophouse in Toa Payoh Central,1345,124.95,5130,Toa Payoh (D12),[],0,6900000
1146,Factory in T99,14671,"1,362.98",348,Tuas (D22),"['Loading bay', '24 hr access', 'Large floor plate', 'Car park']",4,5100000
1147,Shop in Park Lane,420,39.02,3286,Yio Chu Kang (D28),[],0,1380000
1148,Shop in Peninsula Plaza,366,34,5055,Clarke Quay (D6),[],0,1850000
1149,Office in Vision Exchange,517,48.03,2418,Tuas (D22),"['Loading bay', 'Handicap friendly', 'Column free', 'Reception services', 'Cctv', 'Car park', 'Raised floor', '24 hr access']",8,1250000
1150,Shophouse in Normanton Park,463,43.01,4250,Clementi (D5),[],0,1967750
1151,Retail in Avila Gardens,355,32.98,3099,Changi Village (D17),"['Column free', 'Air conditioning', 'Water trap', 'Cctv', 'Car park']",5,1100000
1152,Retail in People's Park Centre,463,43.01,2484,Marina (D1),[],0,1150000
1153,Shophouse in HDB-Jurong East,1808,167.97,1162,Tuas (D22),[],0,2100000
1154,Retail in Oxley Tower,3025,281.03,3636,Marina (D1),[],0,11000000
1155,Office in WIS @ Changi,506,47.01,1739,Paya Lebar (D14),"['Air conditioning', 'Column free', '24 hr access']",3,880000
1156,General Industrial in AMK Tech II,1808,167.97,127,Thomson (D20),"['Air conditioning', 'Bath room', 'Loading bay', 'Car park', 'Pantry']",5,230000
1157,Retail in Concorde Shopping Centre,258,23.97,1938,Commonwealth (D3),"['Air conditioning', 'Cctv', '24 hr access', 'Car park']",4,500000
1158,Retail in Havelock2,237,22.02,3165,Marina (D1),"['Air conditioning', 'Water trap', 'Column free', '24 hr access']",4,750000
1159,Office in International Plaza,409,38,2152,Tanjong Pagar (D2),['Air conditioning'],1,880000
